category,sub_category,aggregation_date,millions_of_dollar,pipeline_exc_datetime
Alcoholic beverages,Beer,1981-10-01,19889.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2000-11-01,19792.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2000-12-01,19632.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2000-10-01,19609.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2004-10-01,19030.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2004-11-01,19011.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2004-12-01,18973.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2003-12-01,18041.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2003-10-01,17923.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2003-11-01,17818.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1980-12-01,18148.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1980-11-01,18030.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1980-10-01,17793.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2002-12-01,16727.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2002-06-01,16540.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2002-02-01,16534.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1999-12-01,17733.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1999-11-01,16979.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1999-10-01,16862.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2001-12-01,16460.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2001-11-01,16329.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2001-10-01,16058.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2000-11-01,15673.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2000-10-01,15530.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2000-09-01,15327.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1979-12-01,16095.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1979-11-01,15880.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1979-09-01,15583.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1998-12-01,15568.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1998-11-01,15263.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1998-10-01,15054.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1999-12-01,14438.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1999-10-01,13969.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1999-11-01,13964.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1978-12-01,13749.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1978-11-01,13656.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1978-09-01,13456.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1998-12-01,13436.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1998-11-01,13161.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1998-10-01,13062.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1997-11-01,12991.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1997-10-01,12926.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1997-12-01,12902.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1996-12-01,12221.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1996-11-01,12142.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1996-08-01,12101.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1997-11-01,12088.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1997-12-01,12058.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1997-10-01,12027.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1992-10-01,12163.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1992-11-01,12160.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1992-12-01,12084.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1991-01-01,12014.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1991-02-01,11927.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1991-03-01,11925.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1996-01-01,11915.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1996-07-01,11902.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1996-06-01,11886.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1994-05-01,11784.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1994-07-01,11784.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1994-09-01,11770.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1993-01-01,11895.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1993-02-01,11791.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1993-03-01,11608.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1995-12-01,11575.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1995-09-01,11553.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1995-01-01,11523.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1977-11-01,11725.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1977-12-01,11687.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1977-10-01,11475.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1995-12-01,11359.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1995-11-01,11173.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1995-09-01,11159.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1990-12-01,11755.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1990-11-01,11464.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1990-10-01,11329.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1994-12-01,10721.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1994-11-01,10698.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1994-09-01,10663.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1976-12-01,10788.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1976-10-01,10752.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1976-11-01,10677.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1993-12-01,9926.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1993-11-01,9903.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1993-10-01,9822.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1989-09-01,9908.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1989-11-01,9907.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1989-12-01,9892.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1975-11-01,9927.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1975-12-01,9885.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1975-10-01,9859.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1991-03-01,9527.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1991-08-01,9516.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1991-07-01,9462.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1992-10-01,9422.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1992-11-01,9400.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1992-12-01,9376.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1988-12-01,9285.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1988-11-01,9156.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1988-06-01,9085.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1990-12-01,9132.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1990-09-01,9123.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,1990-11-01,9122.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1987-12-01,8700.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1987-10-01,8680.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1987-11-01,8673.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1974-11-01,8981.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1974-12-01,8949.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1974-10-01,8823.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1977-11-01,8761.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1977-12-01,8728.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1977-10-01,8577.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1986-03-01,8519.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1986-06-01,8497.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1986-07-01,8458.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1979-09-01,8417.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1979-12-01,8411.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1979-07-01,8359.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1980-01-01,8650.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1980-02-01,8419.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1980-03-01,8398.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1978-03-01,8307.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1978-02-01,8260.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,1978-01-01,8252.0,2024-08-13 09:31:54
